"evaluation_id","evaluator_study_id","evaluator_honesty_answer","idea_id","participant_study_id","bot_type","originality","usefulness","purchase_intent","evaluation_order","time_spent_seconds","rater_num"
4267,"STUDY_161","yes",724,"STUDY_843","improvement",6,2,1,19,27,8
5986,"STUDY_391","yes",724,"STUDY_843","improvement",5,2,1,9,20,9
6170,"STUDY_551","yes",724,"STUDY_843","improvement",5,1,1,16,18,10
1063,"STUDY_389","yes",796,"STUDY_514","suggestion",1,1,1,3,14,1
1235,"STUDY_992","yes",796,"STUDY_514","suggestion",1,1,1,20,13,2
1784,"STUDY_633","yes",796,"STUDY_514","suggestion",2,2,1,6,16,3
2197,"STUDY_875","yes",796,"STUDY_514","suggestion",1,1,1,13,17,4
2259,"STUDY_100","yes",796,"STUDY_514","suggestion",1,4,1,14,19,5
2851,"STUDY_672","yes",796,"STUDY_514","suggestion",2,3,1,4,24,6
3215,"STUDY_783","yes",796,"STUDY_514","suggestion",2,4,3,1,24,7
3642,"STUDY_347","yes",796,"STUDY_514","suggestion",1,1,1,10,28,8
4524,"STUDY_466","yes",796,"STUDY_514","suggestion",6,5,4,20,17,9
6045,"STUDY_121","yes",796,"STUDY_514","suggestion",1,7,4,9,22,10
293,"STUDY_637","yes",1303,"STUDY_322","suggestion",2,3,2,19,18,1
835,"STUDY_272","yes",1303,"STUDY_322","suggestion",3,6,4,9,18,2
1746,"STUDY_381","yes",1303,"STUDY_322","suggestion",2,6,4,1,29,3
1791,"STUDY_633","yes",1303,"STUDY_322","suggestion",3,5,4,7,21,4
2321,"STUDY_164","yes",1303,"STUDY_322","suggestion",6,4,3,4,18,5
3886,"STUDY_343","yes",1303,"STUDY_322","suggestion",5,4,4,17,20,6
4021,"STUDY_511","yes",1303,"STUDY_322","suggestion",6,2,1,10,20,7
5458,"STUDY_754","yes",1303,"STUDY_322","suggestion",1,1,1,9,17,8
5536,"STUDY_929","yes",1303,"STUDY_322","suggestion",7,5,3,19,42,9
5569,"STUDY_115","yes",1303,"STUDY_322","suggestion",5,5,2,11,21,10
5796,"STUDY_681","yes",1303,"STUDY_322","suggestion",5,7,3,1,20,11
400,"STUDY_930","yes",766,"STUDY_521","feedback",5,5,3,5,24,1
819,"STUDY_314","yes",766,"STUDY_521","feedback",6,4,1,17,19,2
859,"STUDY_760","yes",766,"STUDY_521","feedback",6,7,4,14,22,3
919,"STUDY_989","yes",766,"STUDY_521","feedback",6,4,1,17,17,4
1167,"STUDY_621","yes",766,"STUDY_521","feedback",4,4,2,18,20,5
1816,"STUDY_333","yes",766,"STUDY_521","feedback",6,4,1,5,55,6
2723,"STUDY_940","yes",766,"STUDY_521","feedback",5,5,3,14,15,7
3695,"STUDY_120","yes",766,"STUDY_521","feedback",2,3,2,2,23,8
5347,"STUDY_757","yes",766,"STUDY_521","feedback",4,4,2,8,46,9
1035,"STUDY_316","yes",1115,"STUDY_804","generation",5,2,1,4,22,1
1550,"STUDY_122","yes",1115,"STUDY_804","generation",6,5,4,7,20,2
1952,"STUDY_628","yes",1115,"STUDY_804","generation",5,4,4,10,18,3
2098,"STUDY_782","yes",1115,"STUDY_804","generation",5,1,1,10,20,4
2416,"STUDY_143","yes",1115,"STUDY_804","generation",4,6,5,1,29,5
3790,"STUDY_110","yes",1115,"STUDY_804","generation",5,6,4,13,58,6
4517,"STUDY_466","yes",1115,"STUDY_804","generation",5,5,3,13,36,7
4559,"STUDY_119","yes",1115,"STUDY_804","generation",6,6,4,6,36,8
5537,"STUDY_646","yes",1115,"STUDY_804","generation",4,2,2,8,62,9
5599,"STUDY_572","yes",1115,"STUDY_804","generation",7,4,5,7,19,10
5693,"STUDY_185","yes",1115,"STUDY_804","generation",7,5,4,18,47,11
287,"STUDY_637","yes",1071,"STUDY_593","suggestion",2,2,1,18,23,1
2107,"STUDY_840","yes",1071,"STUDY_593","suggestion",1,3,1,17,25,2
2590,"STUDY_950","yes",1071,"STUDY_593","suggestion",5,5,2,8,63,3
2705,"STUDY_777","yes",1071,"STUDY_593","suggestion",5,5,2,2,212,4
2919,"STUDY_696","yes",1071,"STUDY_593","suggestion",3,3,1,2,33,5
3090,"STUDY_786","yes",1071,"STUDY_593","suggestion",2,3,1,15,21,6
3427,"STUDY_164","yes",1071,"STUDY_593","suggestion",6,5,3,19,18,7
3669,"STUDY_859","yes",1071,"STUDY_593","suggestion",5,1,1,11,28,8
3705,"STUDY_916","yes",1071,"STUDY_593","suggestion",5,1,1,13,17,9
4500,"STUDY_392","yes",1071,"STUDY_593","suggestion",7,1,1,13,22,10
1226,"STUDY_534","yes",1156,"STUDY_650","control",5,6,4,4,26,1
1296,"STUDY_201","yes",1156,"STUDY_650","control",7,7,5,17,15,2
1886,"STUDY_333","yes",1156,"STUDY_650","control",7,1,1,18,22,3
2049,"STUDY_102","yes",1156,"STUDY_650","control",6,6,4,11,19,4
2269,"STUDY_406","yes",1156,"STUDY_650","control",5,5,4,17,38,5
2645,"STUDY_602","yes",1156,"STUDY_650","control",5,6,5,18,16,6
2947,"STUDY_363","yes",1156,"STUDY_650","control",6,1,1,20,30,7
3154,"STUDY_927","yes",1156,"STUDY_650","control",6,7,4,16,15,8
5137,"STUDY_610","yes",1156,"STUDY_650","control",5,7,2,4,42,9
5269,"STUDY_229","yes",1156,"STUDY_650","control",6,4,2,6,23,10
1180,"STUDY_992","yes",680,"STUDY_626","improvement",2,3,1,2,16,1
1755,"STUDY_335","yes",680,"STUDY_626","improvement",4,4,3,2,21,2
2650,"STUDY_602","yes",680,"STUDY_626","improvement",1,1,1,19,18,3
2800,"STUDY_197","yes",680,"STUDY_626","improvement",5,5,4,17,25,4
3137,"STUDY_812","yes",680,"STUDY_626","improvement",5,6,4,14,16,5
4340,"STUDY_156","yes",680,"STUDY_626","improvement",3,5,3,11,37,6
4647,"STUDY_879","yes",680,"STUDY_626","improvement",6,6,5,2,18,7
4838,"STUDY_796","yes",680,"STUDY_626","improvement",3,4,4,3,22,8
5093,"STUDY_633","yes",680,"STUDY_626","improvement",5,5,3,10,14,9
1246,"STUDY_322","yes",1043,"STUDY_601","feedback",4,3,2,18,38,1
1854,"STUDY_381","yes",1043,"STUDY_601","feedback",7,7,5,17,16,2
2886,"STUDY_359","yes",1043,"STUDY_601","feedback",6,5,3,19,23,3
3319,"STUDY_164","yes",1043,"STUDY_601","feedback",6,5,2,5,39,4
4632,"STUDY_317","yes",1043,"STUDY_601","feedback",4,5,3,4,24,5
5002,"STUDY_433","yes",1043,"STUDY_601","feedback",4,2,1,20,20,6
6162,"STUDY_551","yes",1043,"STUDY_601","feedback",5,2,1,12,30,7
6310,"STUDY_145","yes",1043,"STUDY_601","feedback",5,5,2,14,34,8
6408,"STUDY_446","yes",1043,"STUDY_601","feedback",6,5,4,15,14,9
388,"STUDY_139","yes",1057,"STUDY_589","feedback",5,3,2,11,17,1
498,"STUDY_937","yes",1057,"STUDY_589","feedback",4,5,1,10,26,2
791,"STUDY_272","yes",1057,"STUDY_589","feedback",6,6,4,2,26,3
1169,"STUDY_129","yes",1057,"STUDY_589","feedback",2,3,1,16,60,4
3123,"STUDY_819","yes",1057,"STUDY_589","feedback",4,4,1,13,18,5
3298,"STUDY_841","yes",1057,"STUDY_589","feedback",2,3,1,3,19,6
3538,"STUDY_188","yes",1057,"STUDY_589","feedback",3,4,1,2,32,7
4910,"STUDY_461","yes",1057,"STUDY_589","feedback",4,5,2,10,37,8
6552,"STUDY_149","yes",1057,"STUDY_589","feedback",2,5,2,20,31,9
217,"STUDY_274","yes",1104,"STUDY_166","control",2,4,1,9,15,1
1249,"STUDY_534","yes",1104,"STUDY_166","control",4,6,4,9,19,2
1656,"STUDY_176","yes",1104,"STUDY_166","control",1,6,4,14,21,3
1974,"STUDY_657","yes",1104,"STUDY_166","control",4,6,2,18,19,4
2037,"STUDY_808","yes",1104,"STUDY_166","control",2,3,2,18,19,5
2721,"STUDY_395","yes",1104,"STUDY_166","control",6,5,4,5,26,6
3183,"STUDY_627","yes",1104,"STUDY_166","control",1,1,1,13,16,7
3360,"STUDY_401","yes",1104,"STUDY_166","control",5,5,2,19,75,8
3809,"STUDY_110","yes",1104,"STUDY_166","control",3,2,1,20,32,9
4041,"STUDY_676","yes",1104,"STUDY_166","control",3,6,4,1,18,10
770,"STUDY_805","yes",854,"STUDY_543","feedback",7,5,2,19,39,1
1534,"STUDY_658","yes",854,"STUDY_543","feedback",5,4,3,13,15,2
1961,"STUDY_628","yes",854,"STUDY_543","feedback",6,4,4,11,37,3
2633,"STUDY_163","yes",854,"STUDY_543","feedback",6,2,3,16,17,4
4662,"STUDY_317","yes",854,"STUDY_543","feedback",2,1,1,16,35,5
5164,"STUDY_997","yes",854,"STUDY_543","feedback",4,5,4,4,26,6
5401,"STUDY_515","yes",854,"STUDY_543","feedback",5,4,2,17,15,7
6007,"STUDY_391","yes",854,"STUDY_543","feedback",5,6,4,17,17,8
527,"STUDY_666","yes",1205,"STUDY_779","vanilla",5,5,2,6,26,1
755,"STUDY_805","yes",1205,"STUDY_779","vanilla",6,6,4,17,36,2
1051,"STUDY_316","yes",1205,"STUDY_779","vanilla",5,7,2,8,20,3
2884,"STUDY_269","yes",1205,"STUDY_779","vanilla",4,3,1,18,16,4
3787,"STUDY_928","yes",1205,"STUDY_779","vanilla",3,5,4,11,22,5
4015,"STUDY_511","yes",1205,"STUDY_779","vanilla",6,6,4,8,15,6
4067,"STUDY_629","yes",1205,"STUDY_779","vanilla",4,3,3,17,20,7
6047,"STUDY_869","yes",1205,"STUDY_779","vanilla",3,5,1,7,39,8
6143,"STUDY_214","yes",1205,"STUDY_779","vanilla",6,7,5,3,23,9
6181,"STUDY_445","yes",1205,"STUDY_779","vanilla",7,7,5,20,32,10
6221,"STUDY_777","yes",1205,"STUDY_779","vanilla",5,4,2,14,19,11
1069,"STUDY_129","yes",1150,"STUDY_809","control",3,5,4,3,25,1
1254,"STUDY_534","yes",1150,"STUDY_809","control",5,6,4,10,26,2
1885,"STUDY_657","yes",1150,"STUDY_809","control",5,7,4,1,31,3
2101,"STUDY_317","yes",1150,"STUDY_809","control",3,6,4,10,17,4
3526,"STUDY_520","yes",1150,"STUDY_809","control",3,6,3,14,17,5
3768,"STUDY_295","yes",1150,"STUDY_809","control",3,5,1,16,17,6
4631,"STUDY_975","yes",1150,"STUDY_809","control",6,5,4,6,15,7
5069,"STUDY_484","yes",1150,"STUDY_809","control",2,6,5,13,19,8
5909,"STUDY_753","yes",1150,"STUDY_809","control",3,5,3,5,18,9
6384,"STUDY_214","yes",1150,"STUDY_809","control",7,7,5,19,18,10
627,"STUDY_372","yes",909,"STUDY_798","control",1,4,2,5,24,1
1189,"STUDY_322","yes",909,"STUDY_798","control",2,2,2,3,19,2
2398,"STUDY_477","yes",909,"STUDY_798","control",3,6,3,18,48,3
2527,"STUDY_153","yes",909,"STUDY_798","control",2,5,1,9,26,4
2789,"STUDY_395","yes",909,"STUDY_798","control",3,4,3,18,16,5
3521,"STUDY_715","yes",909,"STUDY_798","control",1,2,1,17,35,6
3678,"STUDY_859","yes",909,"STUDY_798","control",1,5,1,14,54,7
4447,"STUDY_293","yes",909,"STUDY_798","control",1,2,1,3,19,8
6106,"STUDY_445","yes",909,"STUDY_798","control",5,7,4,1,42,9
700,"STUDY_805","yes",1291,"STUDY_186","control",6,6,2,5,25,1
1278,"STUDY_201","yes",1291,"STUDY_186","control",4,5,4,15,16,2
2121,"STUDY_782","yes",1291,"STUDY_186","control",5,5,3,18,19,3
2382,"STUDY_164","yes",1291,"STUDY_186","control",2,5,3,18,18,4
2434,"STUDY_143","yes",1291,"STUDY_186","control",1,2,1,6,20,5
3572,"STUDY_950","yes",1291,"STUDY_186","control",7,6,1,10,19,6
3654,"STUDY_359","yes",1291,"STUDY_186","control",5,4,1,10,25,7
4678,"STUDY_975","yes",1291,"STUDY_186","control",5,4,2,17,72,8
5206,"STUDY_307","yes",1291,"STUDY_186","control",7,6,2,12,15,9
6068,"STUDY_869","yes",1291,"STUDY_186","control",2,3,1,12,25,10
576,"STUDY_985","yes",937,"STUDY_435","improvement",1,6,4,17,17,1
620,"STUDY_414","yes",937,"STUDY_435","improvement",2,4,1,1,25,2
646,"STUDY_372","yes",937,"STUDY_435","improvement",2,2,1,9,17,3
1042,"STUDY_316","yes",937,"STUDY_435","improvement",2,5,1,6,17,4
1354,"STUDY_799","yes",937,"STUDY_435","improvement",4,7,4,20,17,5
1607,"STUDY_881","yes",937,"STUDY_435","improvement",5,3,2,4,18,6
3087,"STUDY_627","yes",937,"STUDY_435","improvement",6,6,3,3,44,7
3859,"STUDY_343","yes",937,"STUDY_435","improvement",6,6,5,7,18,8
5603,"STUDY_324","yes",937,"STUDY_435","improvement",5,5,4,10,16,9
5675,"STUDY_481","yes",937,"STUDY_435","improvement",7,7,5,14,18,10
1388,"STUDY_557","yes",738,"STUDY_101","generation",7,7,5,6,17,1
1508,"STUDY_658","yes",738,"STUDY_101","generation",5,4,3,6,15,2
1839,"STUDY_381","yes",738,"STUDY_101","generation",1,5,3,14,18,3
1909,"STUDY_335","yes",738,"STUDY_101","generation",6,4,2,7,610,4
2641,"STUDY_602","yes",738,"STUDY_101","generation",1,2,1,17,23,5
3576,"STUDY_188","yes",738,"STUDY_101","generation",4,3,1,10,32,6
3841,"STUDY_397","yes",738,"STUDY_101","generation",3,5,2,11,18,7
3866,"STUDY_343","yes",738,"STUDY_101","generation",6,6,5,8,44,8
3910,"STUDY_725","yes",738,"STUDY_101","generation",3,4,1,7,26,9
4858,"STUDY_343","yes",738,"STUDY_101","generation",5,2,2,6,16,10
5953,"STUDY_102","yes",738,"STUDY_101","generation",2,3,2,9,26,11
677,"STUDY_372","yes",1232,"STUDY_754","vanilla",1,4,2,14,53,1
777,"STUDY_293","yes",1232,"STUDY_754","vanilla",6,4,2,14,43,2
1229,"STUDY_322","yes",1232,"STUDY_754","vanilla",2,6,3,12,83,3
3064,"STUDY_812","yes",1232,"STUDY_754","vanilla",3,6,4,1,30,4
3640,"STUDY_950","yes",1232,"STUDY_754","vanilla",6,5,2,18,40,5
4433,"STUDY_512","yes",1232,"STUDY_754","vanilla",5,4,3,18,13,6
6095,"STUDY_869","yes",1232,"STUDY_754","vanilla",2,3,1,18,25,7
6115,"STUDY_445","yes",1232,"STUDY_754","vanilla",5,7,4,6,93,8
6389,"STUDY_446","yes",1232,"STUDY_754","vanilla",2,5,2,5,19,9
370,"STUDY_172","yes",851,"STUDY_252","feedback",2,2,1,1,18,1
886,"STUDY_760","yes",851,"STUDY_252","feedback",6,7,5,17,23,2
894,"STUDY_272","yes",851,"STUDY_252","feedback",3,4,2,19,43,3
1362,"STUDY_366","yes",851,"STUDY_252","feedback",7,1,1,7,25,4
1586,"STUDY_393","yes",851,"STUDY_252","feedback",1,1,1,5,17,5
1862,"STUDY_809","yes",851,"STUDY_252","feedback",2,3,1,11,18,6
3940,"STUDY_129","yes",851,"STUDY_252","feedback",7,6,4,3,17,7
6317,"STUDY_145","yes",851,"STUDY_252","feedback",3,3,2,15,57,8
319,"STUDY_885","yes",682,"STUDY_523","suggestion",4,3,3,7,19,1
444,"STUDY_139","yes",682,"STUDY_523","suggestion",6,4,1,17,19,2
965,"STUDY_656","yes",682,"STUDY_523","suggestion",5,5,4,4,16,3
2311,"STUDY_477","yes",682,"STUDY_523","suggestion",7,7,5,3,35,4
2584,"STUDY_269","yes",682,"STUDY_523","suggestion",5,5,2,20,17,5
3193,"STUDY_805","yes",682,"STUDY_523","suggestion",4,6,4,15,59,6
4510,"STUDY_466","yes",682,"STUDY_523","suggestion",6,5,5,7,30,7
4595,"STUDY_658","yes",682,"STUDY_523","suggestion",6,6,2,2,74,8
5650,"STUDY_185","yes",682,"STUDY_523","suggestion",6,7,5,7,42,9
5788,"STUDY_713","yes",682,"STUDY_523","suggestion",6,5,4,20,16,10
254,"STUDY_637","yes",768,"STUDY_354","vanilla",2,4,2,12,28,1
314,"STUDY_375","yes",768,"STUDY_354","vanilla",3,4,1,3,34,2
1642,"STUDY_176","yes",768,"STUDY_354","vanilla",4,5,3,11,66,3
3458,"STUDY_949","yes",768,"STUDY_354","vanilla",7,7,5,16,57,4
3467,"STUDY_324","yes",768,"STUDY_354","vanilla",4,6,4,14,78,5
4104,"STUDY_823","yes",768,"STUDY_354","vanilla",4,4,1,6,37,6
4277,"STUDY_911","yes",768,"STUDY_354","vanilla",5,6,2,3,60,7
4932,"STUDY_461","yes",768,"STUDY_354","vanilla",4,7,4,12,116,8
5309,"STUDY_229","yes",768,"STUDY_354","vanilla",2,6,3,16,33,9
5333,"STUDY_757","yes",768,"STUDY_354","vanilla",3,3,2,3,17,10
779,"STUDY_314","yes",787,"STUDY_140","improvement",6,6,4,10,16,1
1880,"STUDY_809","yes",787,"STUDY_140","improvement",5,7,2,16,20,2
3365,"STUDY_164","yes",787,"STUDY_140","improvement",4,6,4,11,16,3
3629,"STUDY_859","yes",787,"STUDY_140","improvement",1,7,1,4,39,4
3675,"STUDY_359","yes",787,"STUDY_140","improvement",5,5,3,19,16,5
4063,"STUDY_629","yes",787,"STUDY_140","improvement",6,6,2,16,16,6
5019,"STUDY_752","yes",787,"STUDY_140","improvement",5,6,2,15,15,7
5267,"STUDY_620","yes",787,"STUDY_140","improvement",5,6,4,12,17,8
5717,"STUDY_370","yes",787,"STUDY_140","improvement",5,7,5,16,18,9
6179,"STUDY_551","yes",787,"STUDY_140","improvement",5,6,3,19,31,10
484,"STUDY_172","yes",1033,"STUDY_755","feedback",2,2,1,17,16,1
1238,"STUDY_534","yes",1033,"STUDY_755","feedback",4,6,4,7,34,2
1544,"STUDY_658","yes",1033,"STUDY_755","feedback",5,4,3,16,15,3
3107,"STUDY_819","yes",1033,"STUDY_755","feedback",4,4,1,9,33,4
3996,"STUDY_929","yes",1033,"STUDY_755","feedback",5,6,4,18,28,5
4144,"STUDY_553","yes",1033,"STUDY_755","feedback",5,5,3,18,19,6
4895,"STUDY_343","yes",1033,"STUDY_755","feedback",3,4,1,16,18,7
5063,"STUDY_484","yes",1033,"STUDY_755","feedback",3,6,4,12,176,8
5224,"STUDY_902","yes",1033,"STUDY_755","feedback",4,3,3,13,20,9
5541,"STUDY_929","yes",1033,"STUDY_755","feedback",3,5,1,20,91,10
5627,"STUDY_293","yes",1033,"STUDY_755","feedback",5,4,2,16,21,11
356,"STUDY_885","yes",1001,"STUDY_482","improvement",2,1,1,11,19,1
1325,"STUDY_452","yes",1001,"STUDY_482","improvement",1,1,1,11,13,2
2341,"STUDY_596","yes",1001,"STUDY_482","improvement",4,3,2,13,36,3
4244,"STUDY_147","yes",1001,"STUDY_482","improvement",1,1,3,20,16,4
4871,"STUDY_819","yes",1001,"STUDY_482","improvement",1,1,1,19,16,5
4966,"STUDY_433","yes",1001,"STUDY_482","improvement",1,1,1,7,23,6
5288,"STUDY_229","yes",1001,"STUDY_482","improvement",2,1,1,10,21,7
5574,"STUDY_293","yes",1001,"STUDY_482","improvement",1,1,1,7,15,8
394,"STUDY_868","yes",805,"STUDY_999","suggestion",4,4,2,6,36,1
476,"STUDY_872","yes",805,"STUDY_999","suggestion",5,5,3,15,14,2
1248,"STUDY_201","yes",805,"STUDY_999","suggestion",3,3,1,3,29,3
2795,"STUDY_512","yes",805,"STUDY_999","suggestion",3,2,1,10,40,4
3163,"STUDY_627","yes",805,"STUDY_999","suggestion",4,5,2,10,70,5
3252,"STUDY_332","yes",805,"STUDY_999","suggestion",5,1,1,14,23,6
3270,"STUDY_367","yes",805,"STUDY_999","suggestion",2,2,1,5,39,7
3510,"STUDY_728","yes",805,"STUDY_999","suggestion",5,2,1,1,45,8
5208,"STUDY_997","yes",805,"STUDY_999","suggestion",5,2,3,15,32,9
1295,"STUDY_534","yes",1175,"STUDY_295","feedback",3,5,4,20,28,1
2731,"STUDY_696","yes",1175,"STUDY_295","feedback",5,6,3,4,17,2
2796,"STUDY_395","yes",1175,"STUDY_295","feedback",2,1,1,20,17,3
2969,"STUDY_696","yes",1175,"STUDY_295","feedback",6,1,2,14,29,4
3120,"STUDY_627","yes",1175,"STUDY_295","feedback",2,1,1,6,14,5
3157,"STUDY_893","yes",1175,"STUDY_295","feedback",5,3,4,15,1943,6
3224,"STUDY_783","yes",1175,"STUDY_295","feedback",3,2,2,3,18,7
3230,"STUDY_471","yes",1175,"STUDY_295","feedback",2,1,1,11,46,8
4279,"STUDY_156","yes",1175,"STUDY_295","feedback",3,2,1,1,35,9
5933,"STUDY_753","yes",1175,"STUDY_295","feedback",2,1,1,14,15,10
6017,"STUDY_608","yes",1175,"STUDY_295","feedback",4,1,1,7,37,11
849,"STUDY_272","yes",1044,"STUDY_938","feedback",5,5,3,12,26,1
1000,"STUDY_240","yes",1044,"STUDY_938","feedback",4,2,1,3,30,2
1095,"STUDY_389","yes",1044,"STUDY_938","feedback",5,5,3,9,17,3
1497,"STUDY_278","yes",1044,"STUDY_938","feedback",5,1,1,13,33,4
1651,"STUDY_176","yes",1044,"STUDY_938","feedback",2,2,1,13,33,5
2607,"STUDY_602","yes",1044,"STUDY_938","feedback",2,2,1,12,19,6
3105,"STUDY_927","yes",1044,"STUDY_938","feedback",3,3,1,6,21,7
4152,"STUDY_379","yes",1044,"STUDY_938","feedback",2,1,1,8,42,8
5875,"STUDY_702","yes",1044,"STUDY_938","feedback",4,5,3,19,16,9
6008,"STUDY_328","yes",1044,"STUDY_938","feedback",4,3,2,5,44,10
595,"STUDY_381","yes",982,"STUDY_407","improvement",3,2,1,5,18,1
1136,"STUDY_129","yes",982,"STUDY_407","improvement",6,7,5,10,22,2
1437,"STUDY_447","yes",982,"STUDY_407","improvement",5,5,4,3,23,3
2226,"STUDY_875","yes",982,"STUDY_407","improvement",5,4,2,19,24,4
2303,"STUDY_140","yes",982,"STUDY_407","improvement",4,6,4,12,24,5
3897,"STUDY_725","yes",982,"STUDY_407","improvement",7,6,4,1,18,6
4095,"STUDY_355","yes",982,"STUDY_407","improvement",3,1,1,11,28,7
4197,"STUDY_748","yes",982,"STUDY_407","improvement",3,3,3,18,14,8
4325,"STUDY_911","yes",982,"STUDY_407","improvement",2,4,1,17,18,9
1312,"STUDY_799","yes",980,"STUDY_708","improvement",4,5,1,5,20,1
2537,"STUDY_269","yes",980,"STUDY_708","improvement",7,7,5,15,23,2
2761,"STUDY_197","yes",980,"STUDY_708","improvement",6,6,3,10,20,3
3075,"STUDY_737","yes",980,"STUDY_708","improvement",5,6,3,16,24,4
4053,"STUDY_676","yes",980,"STUDY_708","improvement",6,7,4,5,15,5
4176,"STUDY_379","yes",980,"STUDY_708","improvement",4,3,2,14,30,6
4429,"STUDY_330","yes",980,"STUDY_708","improvement",6,7,4,11,51,7
5814,"STUDY_477","yes",980,"STUDY_708","improvement",6,5,3,14,20,8
6201,"STUDY_926","yes",980,"STUDY_708","improvement",4,3,2,3,23,9
2065,"STUDY_317","yes",1125,"STUDY_966","suggestion",6,7,4,2,69,1
2068,"STUDY_782","yes",1125,"STUDY_966","suggestion",7,7,4,1,25,2
2216,"STUDY_406","yes",1125,"STUDY_966","suggestion",4,4,2,5,28,3
2557,"STUDY_300","yes",1125,"STUDY_966","suggestion",5,5,2,4,25,4
2707,"STUDY_789","yes",1125,"STUDY_966","suggestion",4,7,4,11,35,5
2819,"STUDY_512","yes",1125,"STUDY_966","suggestion",3,5,2,13,39,6
2943,"STUDY_777","yes",1125,"STUDY_966","suggestion",5,5,3,7,28,7
3881,"STUDY_111","yes",1125,"STUDY_966","suggestion",5,6,5,1,38,8
4221,"STUDY_379","yes",1125,"STUDY_966","suggestion",3,3,2,20,35,9
5266,"STUDY_119","yes",1125,"STUDY_966","suggestion",4,6,3,1,89,10
657,"STUDY_136","yes",697,"STUDY_585","vanilla",2,1,1,13,16,1
696,"STUDY_372","yes",697,"STUDY_585","vanilla",1,2,1,19,19,2
845,"STUDY_332","yes",697,"STUDY_585","vanilla",2,1,1,16,16,3
2621,"STUDY_602","yes",697,"STUDY_585","vanilla",1,2,1,14,17,4
2877,"STUDY_672","yes",697,"STUDY_585","vanilla",3,2,1,8,18,5
2890,"STUDY_920","yes",697,"STUDY_585","vanilla",3,3,2,8,33,6
3066,"STUDY_627","yes",697,"STUDY_585","vanilla",5,6,2,1,18,7
5529,"STUDY_254","yes",697,"STUDY_585","vanilla",6,7,4,19,37,8
5888,"STUDY_602","yes",697,"STUDY_585","vanilla",5,7,2,10,37,9
778,"STUDY_319","yes",1126,"STUDY_734","suggestion",5,2,1,19,25,1
806,"STUDY_332","yes",1126,"STUDY_734","suggestion",5,2,1,10,19,2
1387,"STUDY_849","yes",1126,"STUDY_734","suggestion",6,1,1,7,22,3
1424,"STUDY_557","yes",1126,"STUDY_734","suggestion",6,4,2,16,17,4
3726,"STUDY_120","yes",1126,"STUDY_734","suggestion",6,4,5,13,16,5
3980,"STUDY_409","yes",1126,"STUDY_734","suggestion",6,3,1,16,28,6
4345,"STUDY_156","yes",1126,"STUDY_734","suggestion",4,1,1,12,53,7
4583,"STUDY_861","yes",1126,"STUDY_734","suggestion",5,3,2,14,17,8
5580,"STUDY_293","yes",1126,"STUDY_734","suggestion",3,2,1,8,44,9
6254,"STUDY_131","yes",1126,"STUDY_734","suggestion",5,6,3,7,28,10
6354,"STUDY_739","yes",1126,"STUDY_734","suggestion",7,1,1,16,27,11
564,"STUDY_666","yes",735,"STUDY_827","generation",3,5,1,17,16,1
1580,"STUDY_122","yes",735,"STUDY_827","generation",7,5,4,19,34,2
1930,"STUDY_873","yes",735,"STUDY_827","generation",5,3,1,13,16,3
2056,"STUDY_840","yes",735,"STUDY_827","generation",4,4,2,7,32,4
2326,"STUDY_164","yes",735,"STUDY_827","generation",5,5,2,5,41,5
2854,"STUDY_269","yes",735,"STUDY_827","generation",6,5,3,13,16,6
3453,"STUDY_841","yes",735,"STUDY_827","generation",5,5,3,20,17,7
4778,"STUDY_909","yes",735,"STUDY_827","generation",5,5,1,17,17,8
4803,"STUDY_727","yes",735,"STUDY_827","generation",5,4,2,18,20,9
5387,"STUDY_515","yes",735,"STUDY_827","generation",5,4,2,11,13,10
5833,"STUDY_504","yes",735,"STUDY_827","generation",5,5,3,4,24,11
955,"STUDY_495","yes",987,"STUDY_304","improvement",3,5,4,19,14,1
1045,"STUDY_316","yes",987,"STUDY_304","improvement",5,6,2,7,16,2
1334,"STUDY_253","yes",987,"STUDY_304","improvement",5,6,4,4,21,3
1950,"STUDY_365","yes",987,"STUDY_304","improvement",7,7,5,14,18,4
3636,"STUDY_347","yes",987,"STUDY_304","improvement",4,1,1,8,16,5
4181,"STUDY_379","yes",987,"STUDY_304","improvement",5,5,4,15,23,6
4307,"STUDY_857","yes",987,"STUDY_304","improvement",4,7,4,3,20,7
5763,"STUDY_967","yes",987,"STUDY_304","improvement",6,6,5,4,23,8
5871,"STUDY_681","yes",987,"STUDY_304","improvement",7,7,4,11,22,9
5914,"STUDY_602","yes",987,"STUDY_304","improvement",5,1,1,19,15,10
598,"STUDY_756","yes",877,"STUDY_567","suggestion",2,2,2,20,21,1
1109,"STUDY_625","yes",877,"STUDY_567","suggestion",4,2,1,12,14,2
1541,"STUDY_995","yes",877,"STUDY_567","suggestion",6,4,1,12,23,3
2255,"STUDY_100","yes",877,"STUDY_567","suggestion",6,4,3,13,23,4
2722,"STUDY_478","yes",877,"STUDY_567","suggestion",5,5,4,2,16,5
2787,"STUDY_197","yes",877,"STUDY_567","suggestion",7,5,2,15,18,6
4211,"STUDY_492","yes",877,"STUDY_567","suggestion",3,2,2,16,15,7
5432,"STUDY_146","yes",877,"STUDY_567","suggestion",5,3,1,8,29,8
5566,"STUDY_254","yes",877,"STUDY_567","suggestion",2,2,3,14,26,9
6042,"STUDY_773","yes",877,"STUDY_567","suggestion",5,1,1,19,19,10
